4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.625969911921108402e-01,4.576701421758442301e-01
4.736842105263157632e-01,5.263157894736841813e-01
4.736842105263157632e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
5.263157894736841813e-01,5.263157894736841813e-01
